Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Vendo Megane Privilege 2005,Córdoba,Renault,Megane,2005,1.9,Gris,Diésel,5,Manual,1.9,Sedán,320000,No,Sí,Hidráulica,,,,,,,,,6000000
Volkswagen Polo 1.6 Comfortline,Bs.As. G.B.A. Norte,Volkswagen,Polo,2016,1.6 Comfortline,Negro,Nafta,4,Manual,1.6,Hatchback,175000,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,11500
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2016,,Gris,Nafta,5,Automática,1.8,SUV,130000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,14500
Chevrolet Tracker 1.2 Ltz Turbo At,Bs.As. Costa Atlántica,Chevrolet,Tracker,2024,1.2 Ltz Turbo At,Gris,Nafta,5,Automática,1.2,SUV,1232,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,33850000
Volkswagen Golf 2.0 Gti Tsi App Connect,Bs.As. G.B.A. Norte,Volkswagen,Golf,2018,2.0 Gti Tsi App Connect,Gris,Nafta,5,Automática,2.0,Hatchback,84000,Sí,,Eléctrica,Delantera,5,50 L,230,4255,1452,1799,2631 mm,33900
Mitsubishi L200 3.2 Did Cab Doble At 4x4,Córdoba,Mitsubishi,L200,2010,3.2 Did Cab Doble At 4x4,,Diésel,4,Automática,3.2,Pick-Up,199000,,Sí,Hidráulica,4x4,5,75 L,160,5175,1795,1800,3000 mm,14800
Renault Kwid 1.0 Sce 66cv Zen,Bs.As. G.B.A. Norte,Renault,Kwid,2021,1.0 Sce 66cv Zen,Blanco,Nafta,5,Manual,1.0,Hatchback,79000,,Sí,,Delantera,5,50 L,66,3680,1474,1752,2423 mm,11800
Volkswagen Amarok 2.0 Cs Tdi 140cv 4x2 Startline,Bs.As. G.B.A. Norte,Volkswagen,Amarok,2016,2.0 Cs Tdi 140cv 4x2 Startline,Plateado,Diésel,2,Manual,2.0,Pick-Up,152000,,,Hidráulica,4x2,3,80 L,140,5254,1820,1944,3095 mm,16800000
Peugeot 207 1.4 Allure 75cv,Bs.As. G.B.A. Norte,Peugeot,207,2013,1.4 Allure 75cv,Plateado,Nafta,3,Manual,1.4,Hatchback,148000,No,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,13200000
Ford Ecosport 1.6 Se 110cv 4x2,Bs.As. G.B.A. Sur,Ford,Ecosport,2015,1.6 Se 110cv 4x2,,Nafta,5,Manual,1.6,SUV,129000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1814,2608 mm,11000
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,Bs.As. G.B.A. Norte,Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,Blanco,Nafta,5,Manual,1.6,Hatchback,127000,Sí,Sí,Eléctrica,Delantera,5,45 L,120,4066,1473,1808,2350 mm,9000
Volkswagen Golf 1.6 Advance,Bs.As. G.B.A. Norte,Volkswagen,Golf,2011,1.6 Advance,,Nafta,5,Manual,1.6,Hatchback,162000,,,Hidráulica,Delantera,5,55 L,100,4149,1459,1735,2515 mm,7800
Peugeot Partner 1.4 Furgon Confort Airbag,Bs.As. G.B.A. Oeste,Peugeot,Partner,2013,1.4 Furgon Confort Airbag,Blanco,Nafta,3,Manual,1.4,Furgón,80000,,,Hidráulica,Delantera,2,55 L,75,4137,1800,1720,2728 mm,10000000
Volkswagen Vento 2.0 Tsi Gli 211cv App Connect + Nav,Bs.As. Costa Atlántica,Volkswagen,Vento,2017,,,Nafta,4,Manual,2.0,Sedán,95000,Sí,Sí,Hidráulica,Delantera,5,55 L,211,4659,1473,1778,2651 mm,24500
Peugeot 208 1.6 Allure,Córdoba,Peugeot,208,2017,1.6 Allure,Blanco,Nafta,5,Manual,1.6,Hatchback,69000,,,Eléctrica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,15500000
Ford Ka 1.0 Plus Aa Tattoo,Bs.As. G.B.A. Sur,Ford,Ka,2001,1.0 Plus Aa Tattoo,,Nafta,3,Manual,1.0,Hatchback,111625,,Sí,Hidráulica,Delantera,4,42 L,65,3624,1368,1631,2446 mm,4500
Chevrolet Prisma 1.4 Ltz At 98cv,Bs.As. G.B.A. Norte,Chevrolet,Prisma,2017,1.4 Ltz At 98cv,Plateado,Nafta,4,Automática,1.4,Sedán,117000,Sí,Sí,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,16900000
Chevrolet Cruze 5 1.4 Lt At 5p,Bs.As. G.B.A. Norte,Chevrolet,Cruze 5,2022,1.4 Lt At 5p,Gris,Nafta,5,Automática,1.4,Hatchback,55000,Sí,Sí,Eléctrica,Delantera,5,52 L,153,4448,1484,2042,2700 mm,18900
Renault Fluence 1.6 Ph2 Luxe 110cv,Bs.As. G.B.A. Oeste,Renault,Fluence,2016,1.6 Ph2 Luxe 110cv,Negro,Nafta,4,Manual,1.6,Sedán,98000,,,,Delantera,5,60 L,110,4618,1479,1810,2700 mm,11850
Volkswagen Tiguan Allspace 1.4 Tsi Trendline 150cv Dsg,Córdoba,Volkswagen,Tiguan Allspace,2021,1.4 Tsi Trendline 150cv Dsg,Blanco,Nafta,5,Automática,1.4,SUV,50000,Sí,,Asistida,4x4,5,64 L,150,4427,1683,1809,2604 mm,30000
Ford Escort 1.6 Ghia Sx,Bs.As. G.B.A. Norte,Ford,Escort,1992,1.6 Ghia Sx,,Nafta,5,Manual,1.6,Hatchback,52400,,,Hidráulica,Delantera,5,64 L,95,4136,1346,1700,2523 mm,4500
Ford Focus III 1.6 Sedan S,Santa Fe,Ford,Focus III,2018,1.6 Sedan S,,Nafta,4,Manual,1.6,Sedán,53000,,,Eléctrica,Delantera,5,55 L,125,4534,1484,1639,2630 mm,17900000
Fiat Uno 1.4 Way,Córdoba,Fiat,Uno,2013,1.4 Way,,Nafta,5,Manual,1.4,Hatchback,120000,,Sí,Hidráulica,Delantera,5,48 L,85,3770,1555,1740,2540 mm,8990000
Volkswagen Bora 1.9 Trendline I 100cv,Bs.As. G.B.A. Sur,Volkswagen,Bora,2009,1.9 Trendline I 100cv,,Diésel,4,Manual,1.9,Sedán,181000,Sí,,Hidráulica,Delantera,5,55 L,100,4376,1446,1735,2518 mm,11000000
Volkswagen Gol Trend 1.6 Highline 101cv I-motion,Córdoba,Volkswagen,Gol Trend,2017,1.6 Highline 101cv I-motion,,Nafta,5,Automática,1.6,Hatchback,110000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,11800
Undefined,Bs.As. Costa Atlántica,BMW,X1,2017,S drive,Blanco,Nafta,5,Automática,2.0,SUV,83200,,,Hidráulica,,,,,,,,,34900
Peugeot 208 1.6 Feline Tiptronic,Bs.As. G.B.A. Norte,Peugeot,208,2021,1.6 Feline Tiptronic,Negro,Nafta,5,Automática,1.6,Hatchback,44000,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,22300000
Citroën C3 1.6 Vti 115 Feel,Bs.As. G.B.A. Sur,,C3,2019,1.6 Vti 115 Feel,Gris,Nafta,5,Manual,1.6,Hatchback,36000,,Sí,Eléctrica,Delantera,5,55 L,115,3944,1521,1728,2460 mm,18500000
Fiat Palio 1.4 Fire,Bs.As. G.B.A. Oeste,Fiat,Palio,2012,1.4 Fire,,Nafta,5,Manual,1.4,Hatchback,145000,,No,Mecánica,Delantera,5,48 L,82,3827,1444,1922,3000 mm,7900000
Ford Focus II 1.8 Tdci Ghia Mt,Misiones,Ford,Focus II,2011,1.8 Tdci Ghia Mt,Blanco,Diésel,5,Manual,1.8,Hatchback,152000,,Sí,Asistida,Delantera,5,53 L,115,4337,1500,1672,2600 mm,8800
Mercedes-Benz Clase C 2.0 C200 Avantgarde At 184Cv,Bs.As. G.B.A. Norte,,Clase C,2018,2.0 C200 Avantgarde At 184Cv,Plateado,Nafta,4,Automática,2.0,Sedán,68000,,,,Trasera,5,,184,,,,,32500
Ford Kuga 1.6 Titanium At Awd T 180cv,Chaco,Ford,Kuga,2014,1.6 Titanium At Awd T 180cv,Blanco,Nafta,5,Automática,1.6,SUV,97000,Sí,,Eléctrica,Integral,5,60 L,180,4524,1684,1746,2589 mm,21000000
Volkswagen Tiguan Allspace 1.4 Tsi Trendline 150cv Dsg,Bs.As. G.B.A. Sur,Volkswagen,Tiguan Allspace,2019,1.4 Tsi Trendline 150cv Dsg,Blanco,Nafta,5,Automática,1.4,SUV,75000,Sí,,Asistida,4x4,5,64 L,150,4427,1683,1809,2604 mm,25500
Renault Fluence 1.6 Ph2 Dynamique Pack 110cv,Bs.As. G.B.A. Sur,Renault,Fluence,2017,1.6 Ph2 Dynamique Pack 110cv,Blanco,Nafta/GNC,4,Manual,1.6,Sedán,99200,,,Eléctrica,Delantera,5,60 L,110,4618,1479,1810,2700 mm,12990000
Toyota Corolla 1.8 Xei Mt,Entre Ríos,Toyota,Corolla,2009,1.8 Xei Mt,,Nafta,4,Manual,1.8,Sedán,165000,,,Eléctrica,Delantera,5,55 L,136,4530,1485,1760,2600 mm,8000
Chevrolet Cruze 1.8 Lt Mt 5 p,Bs.As. G.B.A. Sur,Chevrolet,Cruze,2012,1.8 Lt Mt 5 p,Negro,Nafta,5,Manual,1.8,Hatchback,124000,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1855,2711 mm,12000000
Ford Falcon 3.6 Ghia Sp,Bs.As. G.B.A. Sur,Ford,Falcon,1984,3.6 Ghia Sp,,Nafta,4,Manual,3.6,Sedán,111111,,,,,,,166,,,,,5800000
Renault Duster 1.6 4x2 Confort Plus Abs 110cv Alu,Bs.As. G.B.A. Sur,Renault,Duster,2014,1.6 4x2 Confort Plus Abs 110cv Alu,,Nafta,5,Manual,1.6,SUV,133000,,,Hidráulica,4x2,5,50 L,110,4315,1695,1822,2673 mm,13000
Volkswagen Fox 1.6 Confortline Pack,Santa Fe,Volkswagen,Fox,2010,1.6 Confortline Pack,Negro,Nafta,5,Manual,1.6,Hatchback,140000,,,Hidráulica,Delantera,5,50 L,101,3823,1544,1640,2465 mm,10500000
Renault Megane 1.6  16 Valvulas,Bs.As. G.B.A. Oeste,Renault,Megane,2000,1.6  16 valvulas,,Nafta/GNC,2,,,,246000,,,,,,,,,,,,6600
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,Capital Federal,Chevrolet,Tracker,2014,,Gris,Nafta,5,Automática,1.8,SUV,121000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,12900
Toyota Hilux 2.8 S/cab 4x2 D,Santiago del Estero,Toyota,Hilux,1999,,,Diésel,2,Manual,2.8,Pick-Up,555,,,,4x2,5,65 L,177,4850,1805,1630,2860 mm,9500000
Nissan Frontier 2.3 Xe Cd 4x2 Mt,Córdoba,Nissan,Frontier,2020,2.3 Xe Cd 4x2 Mt,Blanco,Diésel,4,Manual,2.3,Pick-Up,46000,Sí,,Hidráulica,4x2,5,80 L,190,5260,1850,1790,3150 mm,23000
Ford Ranger 3.2 Cd Xlt Tdci 200cv Manual 4x2,Corrientes,Ford,Ranger,2017,3.2 Cd Xlt Tdci 200cv Manual 4x2,,Diésel,4,Manual,3.2,Pick-Up,87000,Sí,,Eléctrica,4x2,5,80 L,200,5359,1815,1730,2670 mm,20700
Peugeot 208 1.6 Feline Tiptronic,Capital Federal,Peugeot,208,2022,1.6 Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,6000,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,15150000
Ford Ka 1.5 S,Buenos Aires Interior,Ford,Ka,2017,1.5 S,Blanco,Nafta,5,Manual,1.5,Hatchback,112000,No,Sí,Eléctrica,Delantera,5,51 L,105,3969,1464,1777,2686 mm,13500000
Fiat Argo 1.8 Precision,Bs.As. Costa Atlántica,Fiat,Argo,2018,1.8 Precision,Rojo,Nafta,5,Manual,1.8,Hatchback,116000,,Sí,Eléctrica,Delantera,5,48 L,130,3998,1505,1724,2521 mm,11500
Renault Clio 1.2 Mío Expression Pack Ii Ab,Capital Federal,Renault,Clio,2013,1.2 Mío Expression Pack Ii Ab,,Nafta,3,Manual,1.2,Hatchback,80000,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,7200
Ford Ranger 3.2 Cd 4x4 Xlt Tdci 200cv,Bs.As. G.B.A. Oeste,Ford,Ranger,2015,3.2 Cd 4x4 Xlt Tdci 200cv,Azul,Diésel,4,Manual,3.2,Pick-Up,119000,Sí,,Eléctrica,Integral,5,80 L,200,5359,1815,1705,2600 mm,19800
Mercedes Benz C 300 Amg L19 2019,Corrientes,,Clase C,2019,2.0 C300 Coupe 258cv Cabrio,Blanco,Nafta,4,Automática,2.0,Sedán,62000,No,Sí,hydraulic,Trasera,5,,,,,,,58000
Peugeot 208 1.6 Feline Tiptronic,Bs.As. G.B.A. Sur,Peugeot,208,2021,1.6 Feline Tiptronic,Blanco,Nafta,5,Automática,1.6,Hatchback,27000,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,23000000
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Bs.As. G.B.A. Sur,,Clase GLC,2024,2.0 Glc300 4matic Offroad At,Negro,Nafta,5,Automática,2.0,,5000,Sí,Sí,Asistida,4x4,5,56 L,258,4417,1494,1890,2873 mm,119900
Peugeot Partner Patagónica 1.6 Hdi,Bs.As. G.B.A. Norte,Peugeot,Partner Patagónica,2016,1.6 Hdi,,Diésel,4,Manual,1.6,Monovolumen,110000,,,Hidráulica,Delantera,5,55 L,90,4137,1823,1960,2693 mm,13000
Volkswagen Vento 2.0 Sportline Tsi 200cv Dsg,Bs.As. G.B.A. Sur,Volkswagen,Vento,2012,2.0 Sportline Tsi 200cv Dsg,,Nafta,4,Automática,2.0,Sedán,98000,Sí,Sí,Eléctrica,Delantera,5,55 L,200,4618,1453,1778,2651 mm,15000
Audi Q3 1.4 Tfsi Stronic 150 Cv,Bs.As. G.B.A. Sur,Audi,Q3,2016,1.4 Tfsi Stronic 150 Cv,,Nafta,5,Automática,1.4,SUV,120000,Sí,Sí,Eléctrica,4x4,5,64 L,150,4385,1590,1789,2710 mm,20000
Peugeot 308 1.6 Sport Thp 163cv,Capital Federal,Peugeot,308,2014,1.6 Sport Thp 163cv,,Nafta,5,Automática,1.6,Hatchback,108000,,,Hidráulica,Delantera,5,60 L,163,4276,1519,1815,2608 mm,9500
Peugeot 208 1.6 ALLURE PACK L25 MT,Bs.As. G.B.A. Norte,Peugeot,208,2024,1.6 ALLURE PACK L25 MT,Gris,Nafta,4,Manual,1,Hatchback,1000,No,No,Asistida,4x2,5,47 L,115,4075,1453,1738,2538 mm,24150000
Citroën C3 Picasso 1.6 Exclusive 110cv,Bs.As. G.B.A. Oeste,,C3 Picasso,2013,1.6 Exclusive 110cv,Gris,Nafta,5,Manual,1.6,Hatchback,175000,Sí,Sí,Eléctrica,Delantera,5,55 L,110,4092,1634,1735,2525 mm,10500000
Fiat Cronos 1.8 16v Precision At6,Córdoba,Fiat,Cronos,2021,1.8 16v Precision At6,Blanco,GNC,4,Automática,1.8,Sedán,82679,,Sí,Eléctrica,Delantera,5,48 L,130,4364,1516,1724,2521 mm,20800000
Volkswagen Golf 1.6 Trendline,Capital Federal,Volkswagen,Golf,2015,1.6 Trendline,Gris,Nafta,5,Manual,1.6,Hatchback,88000,,,Eléctrica,Delantera,5,50 L,110,4255,1452,1799,2638 mm,12980
Peugeot 207 1.4 Allure Hdi 70cv,Capital Federal,Peugeot,207,2012,1.4 Allure Hdi 70cv,,Diésel,5,Manual,1.4,Hatchback,140000,,Sí,Hidráulica,Delantera,5,50 L,70,3872,1441,1669,2443 mm,7500
Volkswagen Up! 1.0 High Up! 75cv 3 p,Capital Federal,Volkswagen,,2015,,Gris,Nafta,3,Manual,1.0,Hatchback,75500,,,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,15500000
Mercedes-Benz Clase C 1.8 C250 Avantgarde B.efficiency At,Bs.As. G.B.A. Norte,,Clase C,2012,1.8 C250 Avantgarde B.efficiency At,Gris,Nafta,4,Automática,1.8,Sedán,100000,Sí,Sí,Asistida,Delantera,5,66 L,204,4581,1445,1770,2760 mm,22500
Citroën C4 1.6 X Pack Plus,Bs.As. G.B.A. Sur,,C4,2014,1.6 X Pack Plus,,Nafta,5,Manual,1.6,Hatchback,120000,Sí,Sí,Asistida,Delantera,5,60 L,110,4260,1471,1728,2703 mm,8500
Toyota Etios 1.5 X 6mt My19,Bs.As. G.B.A. Norte,Toyota,Etios,2023,1.5 X 6mt My19,Gris,Nafta,5,Manual,1.5,Hatchback,23000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,15209
Chevrolet Cruze Ii Premier,Buenos Aires Interior,Chevrolet,Cruze II,2020,Premier,,Nafta,4,,,,50000,,,,,,,,,,,,20000
Chevrolet Captiva 2.0 Vcdi Lt Mt,Córdoba,Chevrolet,Captiva,2008,2.4 Lt,Dorado,Diésel,5,Manual,2.0,SUV,200000,Sí,Sí,Hidráulica,4x4,5,65 L,150,4635,1755,1944,3095 mm,11500000
Citroën C4 2.0 Sedan Sx Cuero Am71,Bs.As. G.B.A. Oeste,,C4,2010,2.0 Sedan Sx Cuero Am71,,Nafta,4,Manual,2.0,Sedán,153000,Sí,Sí,Asistida,Delantera,5,68 L,143,4770,1510,1755,2670 mm,6500000
Chevrolet Tracker 1.2 Ltz Turbo At,Córdoba,Chevrolet,Tracker,2021,1.2 Ltz Turbo At,Gris,Nafta,5,Automática,1.2,SUV,78000,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,30800000
Ford Fiesta Ambiente,Capital Federal,Ford,Fiesta,2010,Ambiente,,Nafta,5,,,,148000,,,,,,,,,,,,6850
Ford Ranger 2.2 Cd Xl Tdci 125cv 4x4,Bs.As. G.B.A. Sur,Ford,Ranger,2023,2.2 Cd Xl Tdci 125cv 4x4,Blanco,Diésel,4,Manual,2.2,Pick-Up,50000,,,Eléctrica,4x4,5,80 L,125,5359,1800,1860,3220 mm,34000000
Peugeot 206 1.4 Generation Plus 75cv,Bs.As. G.B.A. Norte,Peugeot,206,2012,1.4 Generation Plus 75cv,,Nafta,5,Manual,1.4,Hatchback,116500,,,Mecánica,Delantera,5,50 L,75,3835,1426,1652,2442 mm,7000
Honda CR-V 2.4 Lx 2wd 185cv At,Capital Federal,Honda,CR-V,2014,2.4 Lx 2wd 185cv At,Gris,Nafta,5,Automática,2.4,SUV,39600,Sí,,Eléctrica,4x2,5,58 L,185,4530,1655,1770,2640 mm,29800
Mercedes Benz C 200 Cgi Blueefficiency At 2010,Misiones,,Clase C,2010,1.8 C200 Cgi At Blueefficiency,Gris,Nafta,4,,,Sedán,120000,No,Sí,hydraulic,,,,,,,,,17300000
Honda CR-V 2.0 Ex At 4wd,Bs.As. G.B.A. Sur,Honda,CR-V,2008,2.0 Ex At 4wd,Gris,Nafta,5,Automática,2.0,SUV,234000,,,,4x4,5,58 L,146,4520,1680,1656,2465 mm,11500
Toyota Corolla Cross 2.0 Xei Cvt,Tucumán,Toyota,Corolla Cross,2023,2.0 Xei Cvt,,Nafta,5,Automática,2.0,SUV,14000,Sí,,Eléctrica,4x2,5,47 L,170,4460,1620,1825,2465 mm,38000000
Toyota Hilux 2.8 Cd Srv 177cv 4x2,Buenos Aires Interior,Toyota,Hilux,2021,2.8 Cd Srv 177cv 4x2,,Diésel,4,Manual,2.8,Pick-Up,15000,Sí,,Hidráulica,4x2,5,80 L,177,5260,1850,1855,2860 mm,48000000
Renault Sandero Stepway 1.6 Privilege 105cv,Bs.As. G.B.A. Norte,Renault,Sandero Stepway,2016,1.6 Privilege 105cv,Gris,Nafta,5,Manual,1.6,Hatchback,90000,Sí,Sí,Hidráulica,Delantera,5,50 L,105,4066,1559,1761,2590 mm,14500000
BMW X3 2.5 X3 I Executive,Capital Federal,BMW,X3,2006,2.5 X3 I Executive,Gris,Nafta,5,Automática,2.5,SUV,83500,Sí,Sí,Asistida,Integral,5,67 L,192,4648,1661,1839,2640 mm,15000
DS DS3 1.2 Puretech 110 At6 So Chic,Capital Federal,DS,DS3,2019,1.2 Puretech 110 At6 So Chic,Negro,Nafta,3,Automática,1.2,Hatchback,54000,,,,Delantera,5,50 L,110,3968,1458,1715,2464 mm,17500
Fiat Uno 1.4 Way,Bs.As. G.B.A. Sur,Fiat,Uno,2011,1.4 Way,Rojo,Nafta,5,Manual,1.4,Hatchback,129580,,Sí,Hidráulica,Delantera,5,48 L,85,3770,1555,1740,2540 mm,8800000
Volkswagen Gol Trend 1.6 Trendline 101cv 3p,Capital Federal,Volkswagen,Gol Trend,2014,1.6 Trendline 101cv 3p,,Nafta,3,Manual,1.6,Hatchback,110000,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,7500
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Bs.As. G.B.A. Norte,,Clase GLC,2018,2.0 Glc250 300 4matic Atomático,Blanco,Nafta,5,Automática,2.0,SUV,74400,Sí,Sí,Asistida,4x4,5,56 L,211,4417,1494,1890,2873 mm,56000
Citroën C4 Cactus 1.2 Puretech 110 At6 S&s Shine,Capital Federal,,C4 Cactus,2017,,Rojo,Nafta,5,Automática,1.2,SUV,74900,,,Eléctrica,Delantera,5,50 L,110,4157,1530,1946,2595 mm,18500000
Jeep Compass 2.4 Sport Manual,Córdoba,Jeep,Compass,2021,2.4 Sport Manual,,Nafta,5,Manual,2.4,SUV,33000,,,,4x2,5,52 L,174,4394,1635,2033,2636 mm,23500
Volkswagen Gol Trend 1.6 Pack I 101cv,Bs.As. Costa Atlántica,Volkswagen,Gol Trend,2015,1.6 Pack I 101cv,Plateado,Nafta,5,Manual,1.6,Hatchback,133000,,,Hidráulica,Delantera,3,55 L,101,3899,1464,1656,2466 mm,8500
Volkswagen Golf 2.0 Highline Tiptronic,Bs.As. G.B.A. Norte,Volkswagen,Golf,2008,2.0 Highline Tiptronic,Plateado,Nafta,5,Automática,2.0,Hatchback,203500,,,Hidráulica,Delantera,5,55 L,116,4149,1459,1735,2515 mm,7800
Fiat Siena 1.4 El Pack Attractive,Bs.As. G.B.A. Sur,Fiat,Siena,2013,1.4 El Pack Attractive,,Nafta,4,Manual,1.4,Sedán,100000,,Sí,Hidráulica,Delantera,5,48 L,82,4155,1437,1689,2649 mm,7500
Fiat 500 1.4 Sport 105cv,Bs.As. G.B.A. Norte,Fiat,500,2016,1.4 Sport 105cv,Azul,Nafta,3,Manual,1.4,Hatchback,71000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1855,2640 mm,14000
Fiat Cronos 1.3 Gse Drive Pack Conectividad,Bs.As. G.B.A. Norte,Fiat,Cronos,2021,1.3 Gse Drive Pack Conectividad,,Nafta,4,Manual,1.3,Sedán,63000,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,13500
Volkswagen Golf 1.4 Comfortline Tsi,Bs.As. G.B.A. Oeste,Volkswagen,Golf,2018,1.4 Comfortline Tsi,Gris,Nafta,5,Manual,1.4,Hatchback,76000,,,Eléctrica,Delantera,5,50 L,150,4255,1452,1799,2638 mm,23500
Ford Ecosport 1.6 S 110cv 4x2,Bs.As. G.B.A. Oeste,Ford,Ecosport,2016,1.6 S 110cv 4x2,Gris,Nafta,5,Manual,1.6,SUV,100000,,Sí,Hidráulica,4x2,5,52 L,110,4241,1693,1821,2608 mm,15000000
Volkswagen Tiguain 1.4 Tsi Dsg Trendline 2020,Bs.As. G.B.A. Norte,Volkswagen,Tiguan,2020,TSI DSG 1.4 Trendline,Blanco,Nafta,5,Automática,1.4,SUV,80000,,,Eléctrica,,,,,,,,,34000000
Volkswagen Polo POLO COMFORTLINE 1.6 4P TIP,Capital Federal,Volkswagen,Polo,2016,POLO COMFORTLINE 1.6 4P TIP,Plateado,Nafta,4,Automática,1.6,Sedán,109000,,,Hidráulica,Delantera,5,55 L,110,4384,1465,1699,2552 mm,14500000
Peugeot 207 1.4 Quiksilver 75cv,Bs.As. G.B.A. Sur,Peugeot,207,2012,1.4 Quiksilver 75cv,Negro,Nafta,5,Manual,1.4,Hatchback,89000,No,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,9500000
Volkswagen Fox 1.6 Trendline,Bs.As. G.B.A. Oeste,Volkswagen,Fox,2005,1.6 Trendline,Gris,Nafta,3,Manual,1.6,Hatchback,170000,,,Hidráulica,Delantera,5,50 L,98,3804,1544,1640,2465 mm,6200
Volkswagen Up! 1.0 Take Up! Aa 75cv,Bs.As. G.B.A. Oeste,Volkswagen,,2016,,Blanco,Nafta,3,Manual,1.0,Hatchback,99000,,Sí,Mecánica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,11500000
Citroën Xsara Picasso 2.0 Hdi,Capital Federal,,Xsara Picasso,2007,2.0 Hdi,Gris,Diésel,5,Manual,2.0,Monovolumen,165000,No,Sí,,Delantera,5,55 L,90,4276,1660,1877,2909 mm,5700
Volkswagen Polo 1.6 Msi Track,Chaco,Volkswagen,Polo,2024,1.6 Msi Track,Plateado,Nafta,5,Manual,1.6,Hatchback,99999,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,22500000
Chevrolet Cruze 1.4 Lt Mt Sedan,Bs.As. G.B.A. Sur,Chevrolet,Cruze,2018,1.4 Lt Mt Sedan,,Nafta,4,Manual,1.4,Sedán,107000,Sí,,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,18700000
Volkswagen Vento 2.5 Advance Tiptronic 170cv,Capital Federal,Volkswagen,Vento,2009,2.5 Advance Tiptronic 170cv,Verde,Nafta,4,Automática,2.5,Sedán,150000,Sí,Sí,Eléctrica,Delantera,5,55 L,170,4554,1461,1778,2651 mm,8200
Fiat Cronos 1.3 Precision Cvt,Córdoba,Fiat,Cronos,2023,1.3 Precision Cvt,Gris,Nafta,4,Automática,1.3,Sedán,1000,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,25990000
Fiat Palio 1.6 Essence 115cv,Mendoza,Fiat,Palio,2015,1.6 Essence 115cv,Gris,Nafta,5,Manual,1.6,Hatchback,98000,Sí,Sí,Hidráulica,Delantera,5,48 L,115,3875,1513,1993,3250 mm,14900000
Chevrolet Cruze 5 1.4 Rs At 5 p,Capital Federal,Chevrolet,Cruze 5,2023,1.4 Rs At 5 p,Blanco,Nafta,5,Automática,1.4,Hatchback,9100,Sí,,Eléctrica,Delantera,5,52 L,153,4448,1484,2042,2700 mm,28000
Ford Ranger 3.0 Cd Xls Mp3 4x2,Bs.As. Costa Atlántica,Ford,Ranger,2007,3.0 Cd Xls Mp3 4x2,Plateado,Diésel,2,Manual,3.0,Pick-Up,269000,,,Hidráulica,4x2,5,75 L,163,5143,1765,1740,2620 mm,11500
Hyundai Santa Fe 2.4 Seguridad 7as 6at 2wd,Bs.As. G.B.A. Sur,Hyundai,Santa Fe,2016,2.4 Seguridad 7as 6at 2wd,,Nafta,5,Automática,2.4,SUV,56000,,,,4x2,5,75 L,176,4675,1795,1890,2700 mm,36500000
Fiat Strada 1.4 8v Freedom Cd,Capital Federal,Fiat,Strada,2021,1.4 8v Freedom Cd,,Nafta,3,Manual,1.4,Pick-Up,100000,,Sí,Hidráulica,Delantera,5,55 L,85,4474,1554,1950,2737 mm,20000000
